date,subject,speaker,party,text
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Flach,SGP,Dank voor het antwoord. Om stappen te kunnen zetten richting doelsturing is er behoefte aan gevalideerde meetprotocollen. Ik heb begrepen dat vorige week de meetprotocollen voor de pluimveesector en de varkenshouderijen gepresenteerd zijn. Mijn vraag aan de minister is wanneer we een meetprotocol voor de rundveesector kunnen verwachten
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Er wordt ook in de rundveesector hard gewerkt aan het meten van emissies. Het is in de rundveesector nog een beetje lastiger, omdat je daar met openstalsystemen te maken hebt. Dat is echt een hele andere situatie dan wanneer je de gesloten systemen hebt; dan is het net wat makkelijker. Maar er wordt hard aan gewerkt. Ik ben laatst nog in Leeuwarden bij de Dairy Campus geweest, waar ze heel erg bezig zijn met het bouwen van die systemen. Een systeem moet eerst technisch functioneren. Het moet ook nog eens een keer betaalbaar gaan worden. Het is namelijk gigantisch wat daar geïnvesteerd wordt, maar dat hoort vanzelfsprekend bij een onderzoekprogramma. Daarna moeten die systemen ook geborgd zijn. Ik heb daar gespreken over gevoerd. Die borging is best nog ver weg, omdat we juist bij de rundveesector te maken hebben met openstalsystemen. Ik raad u aan om daar eens naartoe te gaan. Aan de andere kant zijn de managementmaatregelen, voermaatregelen en dat soort zaken natuurlijk wél op orde. De Stoffenbalans kan ook helpen om ervoor te zorgen dat boeren op een bepaalde manier met de receptuur van het voer aan de slag gaan. We weten dat daar minder CO-uit2 stoot door komt, minder methaan. Dat zijn prachtige initiatieven en ontwikkelingen, maar die moeten toch wel weer juridisch geborgd gaan worden, willen ze ook effect hebben op bijvoorbeeld vergunningverlening. Maar ik ben zeer hoopvol. Ik heb eerlijk gezegd ook wel het volgende gevoel. Ik kom zelf uit de technische wereld. De hele sensor- en meettechnologie is in de industrie buitengewoon ver ontwikkeld. Ik zie dat het in de agrarische sector wat achtergebleven is. Ik zie nu een inhaalslag. Heel veel bedrijven zijn er nu mee bezig. Ik denk dus dat dat een soort sneeuwbaleffect gaat hebben en dat er de komende jaren echt veel meer nieuwe innovaties op dat gebied komen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Bromet,GroenLinks-PvdA,"Begrijp ik nu goed van de minister dat er een regeling voor innovaties is, maar dat er geen juridisch geborgde innovaties zijn, waardoor er een fonds staat te versloffen waar eigenlijk geen aanspraak op gemaakt kan worden"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Het is belangrijk dat boeren op het moment dat zij voor innovaties kiezen en daar subsidie voor ontvangen, weten dat die innovaties daadwerkelijk leiden tot een emissiereductie en dat dat ook geborgd is, bijvoorbeeld in vergunningstrajecten. Mijn collega is bijvoorbeeld bezig met een handreiking voor provincies in het kader van over de gebiedsprocessen. Daarbij wordt gekeken hoe je met innovatieve stalsystemen toch tot een passende beoordeling kunt komen. Misschien kan ze daar straks ook al iets over zeggen. Maar nogmaals, het heeft geen zin om een regeling op te zetten als er geen innovaties zijn; daar heeft u gelijk in. Dat neemt niet weg dat de inzet op innovaties onveranderd groot moet zijn en misschien nog wel groter moet worden in de komende periode. Wij zullen dus volop moeten blijven inzetten op innovaties. Dat doen we ook"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"Ik wil de minister vragen om niet te vaak ""u"" te zeggen, maar om via de voorzitter te spreken"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Sorry, meneer de voorzitter"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Bromet,GroenLinks-PvdA,"Ik vind het zonde van mijn interrupties, want ik heb er maar acht. Maar via u, voorzitter, zou ik de minister willen vragen om antwoord te geven op mijn vragen. Hij herhaalt namelijk heel vaak hetzelfde. Dan herhaalt hij wat hij al gezegd heeft voordat ik de vraag stelde. Mijn vraag was: is er nu een fonds waar geen aanspraak op gemaakt kan worden? Ik begrijp nu dat dat zo is. Als dat niet zo is, dan hoor ik graag een ontkenning van de minister"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"U geeft aan dat ik u geen antwoorden geef. U zegt tegelijk: ik begrijp dat dat zo is. Blijkbaar heb ik u dus een antwoord gegeven. Dank u wel. Dan ga ik naar de vraag van mevrouw Bromet over de inkoop van biologische producten en de rol die de rijksoverheid daarin kan spelen. Dat is belangrijk. Wij kunnen daar als grootgebruiker van voedsel, van catering, een rol in spelen. Dat kunnen wij ook trekken. Ik heb de heer Grinwis gisteren horen zeggen dat de markt moet gaan trekken. Nou, wij kunnen een van die trekkers in de markt zijn. Wij hebben binnen de overheid het volgende beleid. Wij vinden dat op dit moment 50% van het voedsel een topkeurmerk moet hebben voor duurzaamheid. Dat gaat niet alleen om biologisch voedsel, maar ook om duurzaam voedsel. Ik ben samen met de minister van BZK — het is eigenlijk haar portefeuille; het is rijksbreed — bezig met een pilot waarin we kijken of we bij de rijksoverheid in de toekomst standaard biologisch kunnen aanbieden. Daar worden dit voorjaar de resultaten van verwacht. Ik zal daar dan ook samen met de minister van BZK weer actie op ondernemen. Natuurlijk ga ik daarop inzetten. Ik ga daarover ook met de collega's van OCW, SZW en VWS in gesprek. Die zijn namelijk ook betrokken bij dit project"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Bromet,GroenLinks-PvdA,"Dat heb ik allemaal kunnen lezen in de stukken. We hebben twee jaar geleden een motie aangenomen waarin stond:ga nou met biologisch aan de slag, om de markt te vergroten bij overheden. Daarvoor wordt een heel circus opgesteld. In het voorjaar horen we dan of het mogelijk is om in 2025 misschien een kwart van de inkoop biologisch te doen. Wat kost het allemaal niet om al die overleggen te plegen, om te bakkeleien en het vooruit te schuiven, in plaats van gewoon te zeggen: huppekee, de Kamer wil iets; we gaan dat doen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Vanzelfsprekend, maar we moeten er ook zorgen dat we het op een zorgvuldige manier doen. Biologisch heeft consequenties voor de catering. Biologisch heeft consequenties voor de manier waarop je de catering verzorgt. Biologisch heeft consequenties voor de kosten. Werknemers staan zelf voor de kosten. Dwingen wij onze werknemers dus om duurder te gaan eten en geen keuzevrijheid te hebben? Dat soort aspecten zit er echt aan vast. Daar moeten we echt even serieus naar kijken, voordat we daar een harde stap in kunnen zetten. Dan kom ik op de vraag van mevrouw Bromet ten aanzien van de grondpacht. Wat betreft grondpacht wil ik het hebben over twee trajecten. Het eerste traject houdt in dat we bezig zijn met de herziening van de pachtwetgeving. Het andere traject heeft te maken met de positie van de rijksoverheid daarin. Die heeft daarin namelijk een speciale rol. Het is op dit moment zo dat we te maken hebben met hele korte pachtovereenkomsten in de geliberaliseerde pacht. Dat is echt slecht voor de biologische sector. Je hebt juist tijd, jaren, nodig om die omschakeling naar biologisch te kunnen maken. Wij werken met de veldpartijen dus aan langjarige pachtcontracten, waarin ook duurzaamheidseisen staan. Die zullen er in de toekomst juist voor zorgen dat verduurzaming en biologisch makkelijker in die pacht geregeld kunnen worden. Het gaat ook over eisen stellen op het gebied van duurzaamheid. Dat wordt, wat mij betreft, allemaal in de nieuwe pachtsystematiek gegoten. We zijn druk bezig om die wetgeving voor te bereiden. De veldpartijen hebben ook een convenant aangeleverd waarin dit soort zaken staat. Daar gaan we dit jaar ook mee door. Ik hoop daar rond de zomer mee naar de Kamer te komen. Wat ook niet kan en waar we naar moeten kijken, is het volgende. Op het moment dat de pachtgrond biologisch gebruikt is, kan dat op dit moment, met de huidige pachtwetgeving, betekenen dat de grond weer gangbaar wordt als die weer aan de markt aangeboden wordt. Eigenlijk is die dan niet meer biologisch. We willen ook kijken hoe we daar in de nieuwe pachtwetgeving invulling aan kunnen geven. De Kamer hecht ook veel waarde aan de wijziging van de regelgeving rondom die pachtwetgeving. Het geeft boeren ook veel meer zekerheid. Daar zijn we mee bezig. Ten tweede — dat is de tweede lijn — zijn wij als Rijk een grote verpachter. Wij vinden het belangrijk dat we juist als Rijk een voortrekkersrol nemen om ervoor te zorgen dat we aan de pachters vragen om te verduurzamen. Ik vind het dus ook belangrijk — ik ben daarover in gesprek met de minister van Binnenlandse Zaken — dat als er eenmaal biologisch verpacht is door het Rijk, het ook bij de nieuwe uitgifte van grond weer een eis is om dat biologisch te doen, zodat die grond biologisch blijft. Dat bespreek ik op dit moment met mijn collega de minister van BZK. Mijn inzet is dat als er biologisch verpacht is, het ook biologisch blijft als het Rijk de grond opnieuw verpacht.Dat was het kopje … De voorzitter: Biologisch"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Volgens mij heb ik al twee kopjes gehad. Ja, ook biologisch, dat klopt"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,U gaat naar mest
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ik ga inderdaad naar de mestproblematiek, meneer de voorzitter. Ik heb daar in de inleiding al iets over gezegd. De mestmarkt is op dit moment snel aan het vollopen en overspannen aan het worden. Dat betekent dat we goed moeten kijken of we nieuwe maatregelen kunnen nemen die helpen met het verlichten van de huidige druk. Alleen, dat is nog best lastig. Ik heb in een eerdere situatie al aangegeven in dit huis dat platte inkomenssteun niet aan de orde zal en kan zijn. We hebben te maken met een uitzonderlijke situatie, omdat er vorig jaar een nat voorjaar was en er later uitgereden kon worden, waardoor veel mestkelders nu vol zitten. Dat is een bijkomend probleem bij het moeten afvoeren van mest als gevolg van de derogatie. Ik hoop dus echt op een goed voorjaar, want dan kan er snel en goed uitgereden worden. Dat kan een eerste verlichting geven. Maar ik deel ook de zorgen, zoals ik in mijn inleiding al heb gezegd, dat heel veel boeren die redelijk extensief zijn en soms zelfs onder de 2 grootvee-eenheden per hectare zitten, toch geconfronteerd worden met het afvoeren van mest. Die sector wordt nu geraakt, omdat die in het verleden geen mest hoefde af te voeren en nu wel. De intensieve sector heeft juist al heel lang de afvoerkanalen op orde. Met die scheefgroei hebben we nu te maken. Ik betrek dat ook bij de gesprekken die ik voer met alle sectoren afzonderlijk. We willen ook bekijken hoe we in ieder geval de grondgebonden bedrijven kunnen behouden voor Nederland. Het zou namelijk een doodzonde zijn als die bedrijven worden geraakt. Daarbij hebben we ook met financiële instellingen, de financiële sector gesproken. In de financiële sector is op dit moment het beeld dat heel veel boeren er heel veel last van hebben en dat de pijn die er in 2023 al was, met alle druk die er is — die wil ik niet bagatelliseren — in 2024, 2025 en vooral in 2026 érg groot gaat worden. Dat betekent dat we nu zo snel mogelijk maatregelen moeten nemen die ook doorwerken in 2025, 2026 en daarna, om ervoor te zorgen dat die druk afneemt"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Holman,NSC,"De minister hoopt op een mooi voorjaar. Ja, dat hoopt iedereen. Dat helpt ook wel om de mest aan te kunnen, maar dat lost het probleem niet op. Door de afbouw van de derogatie, die desastreus is voor de Nederlandse landbouw en veehouderij, is er gewoon te weinig ruimte om de mest te plaatsen. U schetst terecht dat dat volgend jaar en het jaar daarop echt heel erg pijn zal gaan doen. Van de 30% verplaatsingsruimte die er straks minder is, is misschien nog 10% ergens te vinden, maar dan is er gewoon20% mest waarvan je niet weet waar het heen moet. U zegt net terecht aan het einde van uw verhaal dat we maatregelen moeten nemen, maar weet u al om welke maatregelen het gaat? Heeft de minister suggesties voor maatregelen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Nou, dat is nog best complex. Ik wil hier ook niet zeggen dat we het wel even gaan oplossen. Er zijn maatregelen te nemen. Natuurlijk is de sector ook zelf aan het kijken. Ik heb de sector ook uitgedaagd om creatief te zijn en te bekijken hoe ze het kunnen doen. Maar ik kan u het volgende vertellen. Vorig jaar kregen we vanuit een bepaald deel van de sector signalen dat het nog wel spannend zou gaan worden. Toen hebben we met elkaar het gesprek gevoerd om te kijken waarin stappen gezet kunnen worden die binnen de huidige context verlichting kunnen bieden. Dat is nog niet zo eenvoudig. Overigens heeft ook de akkerbouw zich gemeld; daar heb ik ook contacten mee. Als je onderlinge afspraken kunt maken over de totale plaatsingsruimte in Nederland, over de verschillende sectoren heen, dan zou je nog best wel wat resultaten kunnen boeken. Ik heb weleens vaker gezegd dat de totale mestproductie en de mestplaatsingsruimte in Nederland redelijk — niet helemaal — in evenwicht zijn. Dat betekent dus dat we ergens iets niet helemaal goed doen. We moeten daar dus echt mee aan de slag. Maar ik ben er niet optimistisch over dat ik morgen een silver bullet heb waardoor we het morgen hebben opgelost. We hebben het weleens vaker in dit huis gehad over bijvoorbeeld het afromen van dierrechten bij verkoop van bedrijven. Dat is een mogelijkheid. Maar als je ziet wat daarvan het effect is, dan praat je in 2030 over ongeveer 4% à 5%. Daarmee lossen we het probleem nu niet op. Die termijn is ook zo lang dat we de acute problemen niet oplossen. Ik doe er alles aan om zo veel mogelijk maatregelen te bedenken, samen met de sector, die kunnen helpen om dit te voorkomen. Alleen, ik heb er een zwaar hoofd in dat we het probleem helemaal gaan oplossen op deze korte termijn; dat zeg ik ook maar eerlijk"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Holman,NSC,"Toch wil ik de minister het volgende voorleggen. Hij heeft het bij het rechte eind als hij zegt dat hij er een zwaar hoofd in heeft om het op te kunnen lossen. Maar het is toch eigenlijk van de zotte dat door de afbouw van derogatie en het niet op tijd kunnen nemen van maatregelen, er een hele koude sanering op ons af komt? Dat kunnen we niet accepteren. U kunt ook dingen gaan doen. U noemde bijvoorbeeld … De voorzitter: De minister"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Holman,NSC,"De minister kan best wel dingen doen, bijvoorbeeld afroming. De vorige vergadering is er een motie aangenomen om dat te gaan doen. Die motie kunt u morgen uitvoeren en u kunt dat proberen te regelen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Dat is precies een van de maatregelen — daarom noemde ik die maatregel net al — die we in dat pakketje maatregelen gaan voorstellen, zonder meer. We zijn nog in gesprek metdie agrarische partijen. Ik heb niet een hele termijn … We kunnen geen maanden wachten voordat we met die maatregelen komen. Dat zou helder zijn. Dan geef ik al een klein beetje een indicatie. We moeten wel snel acteren, zonder meer"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Flach,SGP,"De minister geeft terecht aan dat er richting 2026 pas echt problemen gaan ontstaan op de mestmarkt. Die zijn er nu al, maar het wordt alleen maar intensiever. We zullen dus oplossingen moeten bedenken. In mijn eerste termijn heb ik de suggestie gedaan om te kijken naar 100% blijvend grasland. Ik heb daarna de vraag gesteld of de minister bereid is om dat voor te leggen aan de commissie beoordeling meststoffen. In de beantwoording die we hebben gekregen, scheert dat er net langs. Daarin gaat het over bedrijven met een hoog areaal, maar ik heb bewust gevraagd naar 100% grasland. Het is bekend dat dat heel gunstig kan zijn voor de biodiversiteit en het klimaat. In een eerder debat heeft de minister gezegd: als wij niet leveren, ben ik heel voorzichtig met het vragen om nieuwe derogatiebeschikkingen, omdat dat weleens ten koste zou kunnen gaan van de bestaande derogatie. Met alle bewegingen in Europa is mijn vraag, nogmaals: zou de minister bereid zijn om dit voor te leggen aan die commissie en in vervolg daarop ook aan de Europese Commissie, gezien wat er in Frankrijk en Duitsland allemaal in beweging is"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ik snap de vraag. Ik kan u zeggen dat dat ook weleens in mijn hoofd omgaat, maar we hebben te maken met deze Europese Commissie. Ik heb in de beantwoording aangegeven — dat heeft u kunnen lezen — dat ik op dit moment denk dat de kans dat we hier echt iets kunnen bereiken, nihil is. Direct na de derogatiebeschikking hebben we geprobeerd om aan te sluiten bij de agrarische praktijk. Ik ben toen direct op de vingers getikt. Dat kon namelijk niet. Toen moesten we versneld NV-gebieden gaan aanwijzen. Dat is de situatie met de Europese Commissie. Als er goede ideeën zijn, ben ik best bereid om daar eerst met de CDM over te spreken, maar ook daar ben ik niet hoopvol op. Dat zeg ik maar eerlijk. Als ik hier zeg ""ik ga dat wel doen; ik ga wel naar Europa toe"", dan denken de boeren: hij gaat dat voor ons regelen in Europa. Maar zo is het gewoon niet. Zo is het gewoon niet. Ik kan u vertellen dat dat mij soms hevig frustreert. Het frustreert me hevig dat ik niet de ruimte krijg om een derogatieschikking, die er is en waartoe we ons hebben te verhouden, enigszins aan te laten sluiten bij de agrarische praktijk. Maar dat is wel wat er gebeurt. We hebben een heel mooi commissiedebat over landbouw en visserij gehad. Daarin ging het over de positie in Europa. Zelfs op het niveau van onze minister-president is er onderhandeld over deze derogatiebeschikking. Alle ogen in Europa zijn gericht op deze derogatieschikking. Maar ik kan niet zomaar even naar Europa gaan. En weet u … De voorzitter: Meneer Flach"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Sorry, nou doe ik het zelf ook weer. Heel dom.Weet u, meneer de voorzitter, als er mogelijkheden zijn, dan zou ik het zeker doen. Daarom vragen we voor het vervolg veel meer flexibiliteit, niet alleen ten aanzien van het achtste actieprogramma maar ook ten aanzien van het nieuwe GLB. Die hebben we echt nodig. We worden klemgezet door generieke Europese regelgeving. We hebben bij de Europese Commissie wel al de uitzonderlijke positie van Nederland op tal van terreinen onder de aandacht gebracht. Daar was mijn collega voor Natuur en Stikstof ook bij. Nederland is echt een ander land dan Spanje. Rij er maar eens doorheen en je ziet het. Kijk maar naar de bevolkingsdichtheid van het land. Gelet op de druk op vruchtbare grond, ruimtedruk en bevolkingsdruk is Nederland een uitzonderlijk land. We vragen de Commissie keer op keer: hou daar rekening mee; kijk goed hoe ons land anders is ten opzichte van andere landen. Juist daarom vraag ik die flexibiliteit, maar het is niet eenvoudig. Misschien gaat dat speelveld na de Europese verkiezingen wel veranderen. Nogmaals, als de commissie van de meststoffen mij een idee aandraagt en zegt ""kijk, zo zou het ook kunnen"" en je ook nog levert, dan ben ik de eerste om naar Europa toe te gaan om te bekijken of we het kunnen wijzigen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Helder. De heer Flach
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Laat daar geen misverstand over bestaan. Maar dat eerste is er misschien wel, maar dat tweede niet. En dan weet ik het antwoord van de Europese Commissie wel"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Flach,SGP,"Er zijn ook collega's die zeggen dat je je relaties in Europa maar op het spel moet zetten. Dat zou ik onverstandig vinden, juist omdat we in dat geval ook risico's lopen. Maar ik zou de minister wel willen oproepen om in het geval van 100% blijvend grasland — al is er maar een kiertje — zowel de Commissie van Deskundigen Meststoffenwet te vragen om een beoordeling als alert te zijn op de kansen in Europa, die ongetwijfeld de komende maanden zullen komen. Ik zal dat ook met een motie ondersteunen in tweede termijn"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ten aanzien van de Commissie van Deskundigen Meststoffen heb ik iets gezegd. Ten aanzien van Europa heb ik ook iets gezegd. Dat neemt niet weg dat ik altijd bereid ben om naar Europa toe te gaan om zaken aangepast te krijgen. Ik heb u gezegd dat ik best het gesprek met de Commissie van Deskundigen Meststoffen wil aangaan, maar het laatste wat ik wil, is valse hoop geven aan onze boeren. Want ik merk dat, als ik dit soort uitspraken doe, dat tot een effect leidt in de agrarische sector en dat boeren zeggen: nou, je gaat het voor ons regelen! Dat wil ik beslist niet"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Nijhof-Leeuw,PVV,"Ik heb in het commissiedebat een suggestie gedaan. Dat maakt het nog geen oplossing, maar die suggestie heb ik ook via mail verstrekt aan de formatie. Ik hoop dat dat, ondanks dat het maar een heel klein aandeel is, ook serieus bekeken gaat worden. Daarnaast heb ik gisteren in een interruptie aangegeven dat er innovatieve mogelijkheden met betrekking tot voer zijn van Coen van Gorp. Ik weet nietof u daarmee bekend bent. Anders zou ik heel graag die contacten delen om te kijken of die ook het probleem op kunnen lossen. Wij hebben het idee dat dit een heel groot aandeel zou kunnen hebben in het oplossen van het mestprobleem. Het zou heel fijn zijn dat dat ook onderzocht wordt en dat LNV het mogelijk gaat maken dat het op de Rav-lijsten gaat komen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,Ik kom straks nog even terug op de Van Gorpcasus. U hebt ons ook een mail gestuurd. Natuurlijk kijken wij daar serieus naar. Dat zal duidelijk zijn
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Vedder,CDA,"Ik had niet verwacht dat ik ooit in dit huis over de Formule 1 zou beginnen, maar in de Formule 1 hebben ze de theorie van marginal gains. Daar moest ik aan denken tijdens dit debat, omdat elk klein beetje ertoe kan leiden dat je wel of niet over de finish komt. In die zin probeer ik echt constructief mee te denken met de minister over hoe we die verschrikkelijke mestproblematiek en die koude sanering die eraan dreigt te komen, misschien dan toch maar via de marginal gains theory het hoofd kunnen bieden. Daarbij doe ik opnieuw de signalering dat ik signalen krijg uit het veld dat TBO's hun plaatsingsruimte verlagen. Ik snap dat. Ik sta daar op zich ook niet negatief tegenover, maar het zou misschien goed zijn om het verzoek te doen om dat niet nu te doen maar over drie jaar. De tweede vraag die ik vooral aan de minister heb, is deze. We hebben bufferzones rondom Natura 2000-gebieden moeten aanwijzen, maar volgens mij hebben we als lidstaat vrijheid in hoe we dat doen. Ik zou nogmaals het volgende aan de minister willen vragen, ook gezien de grafiek van hoe depositie verloopt. Die piek is binnen de eerste 100 meter. Tussen de 100 en 250 meter maakt een verandering in de aanwijzing voor bedrijven het verschil tussen wel of niet over de streep komen. Het is ook weer een marginal game, maar ziet de minister een kans om daar toch het verschil te maken"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Als ik het verschil kan maken, doe ik dat graag. De TBO's zijn eerder aan de orde geweest. Die nemen we ook mee in de bespreking van de maatregelen. Daarnaast was er een opmerking over de bufferzones van 250 meter en Natura 2000. Volgens mij heeft mijn collega dat in de beantwoording zitten. Klopt dat? Nee? O. Nou, daarover is onderhandeld met de Europese Commissie. Ook over de uitwerking daarvan wordt onderhandeld met de Europese Commissie. Ik verwacht niet dat de Europese Commissie ons daar veel ruimte gaat geven. Ik ben het met u eens dat we daar een eigen invulling aan geven, maar dat is uiteindelijk ook weer afgesproken met de Europese Commissie. Dat staat niet in de derogatiebeschikking op zich — daar staat in dat het moet — maar de uitwerking van de beschikking wordt met de Europese Commissie besproken. Ik wil daar dus best nog naar kijken, maar ook daarbij vind ik het eerlijk gezegd van belang dat we geen valse verwachtingen wekken. We zoeken allemaal naar mogelijkheden. Elke mogelijkheid is er echt één. We zijn daarmee op het ministerie ook druk bezig op dit moment. Ik wil geen verwachtingen wekken"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Vedder,CDA,"Daar heb ik ook echt alle begrip voor. Ik weet dat we het hierbij hebben over een marginal gain, maar voor de bedrijven die het betreft kan het het verschil maken tussen wel of niet de finish halen. Ik hoor de minister zeggen dat hij hierover wil praten. Ik wil hem daarbij echt helpen. Ik bedoel dat echt zo. Ik ga hierover een motie indienen. Ik hoop dat die motie het haalt en dat de minister dit ervaart als steun om het gesprek aan te gaan. Dit betreft een nationale invulling. Ik hoop dat we daarmee toch een klein verschilletje kunnen gaan maken"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,Ik ga uw motie met belangstelling lezen
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,De minister vervolgt zijn betoog
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Dan de vraag van de SGP over de nitraatkwetsbare zone. Daarbij spelen twee zaken. Nederland is generiek aangewezen als een nitraatkwetsbare zone. Dat kunnen we niet veranderen. Dat is ook de reden dat heel Nederland onder de Nitraatrichtlijn valt. Ten aanzien van de derogatie zijn er natuurlijk NV-gebieden aangewezen. Dat is 60% van Nederland. Daarvoor geldt een extra regime voor de afbouw van derogatie. Maar ten aanzien van heel Nederland hebben we een actieprogramma nitraat opgesteld. Dan ga ik door naar het blokje dierenwelzijn. Ik heb een advertentie gelezen over mijn inzet voor dierwaardigheid. Gisteren zijn er ook mooie debatten gevoerd over dierwaardigheid. Ik kan u zeggen dat het ethische aspect van dierwaardigheid niet het alleenrecht is van de heer Graus; het is ook van mij. Ik vind het belangrijk dat we op een ethische manier omgaan met onze dieren. De dieren en de zorg daarvoor zijn ons toevertrouwd in de schepping. We dragen daar verantwoordelijkheid voor. Ik vind het dus ook belangrijk dat we daarmee op een goede manier omgaan. De term ""een beetje dierwaardig"" bestaat niet. Uiteindelijk gaat het om volop dierwaardigheid. Het wetgevingsoverleg over het amendement-Vestering komt nog, maar we willen proberen om er rondom dierwaardigheid voor te zorgen dat gedragsbehoeften van dieren op een goede manier een plek krijgen in dierwaardigheid. Dat is wel een hele ambitieuze doelstelling. Met het convenant dierwaardigheid zijn we natuurlijk bezig om te bekijken wat dat betekent. Ik kan u verzekeren dat de sectoren in de gesprekken die ik met ze heb gehad, bereid zijn tot stappen. Eerlijkheidshalve moet ik zeggen dat de ene sector daartoe wat meer bereid is dan de andere. Maar er zijn sectoren die bereid zijn tot hele grote stappen en dat stemt mij ook wel positief. De sectoren zeggen alleen wel: als wij overgaan tot een dierwaardige veehouderij, tot een veehouderij die aansluit bij de gedragsbehoefte van dieren, betekent dat iets voor onze bedrijfsvoering. Het betekent ook het volgende. Je zult maar net geïnvesteerd hebben in een nieuwe stal. Hoeveel tijd krijg je dan om de stal af te schrijven en te komen tot een aanpassing van de stal? Wij hebben bij het convenant dierwaardigheid gesproken — dat deden we ook omdat het coalitieakkoord dat aangaf — over bekijken wat er financieel nodig is om die transitie te maken. Je kunt namelijk niet heel koud tegen de sector zeggen: vanaf nuof vanaf morgen zal je dierwaardig zijn. Ook daarbij moeten we de agrarische sector helpen. We waren natuurlijk bezig met de transitie naar een duurzame landbouw. Daarmee waren mooie koppelingen mogelijk. Die kunnen we nu niet maken, want dat stagneert. We konden prachtige koppelingen maken tussen dierwaardigheid en duurzame landbouw. Dat gaat bijvoorbeeld ook over emissiearme stallen. Als je daar toch in moet investeren, doe dat dan direct op een dierwaardige manier. Dat is niet makkelijk. Dat is gisteren ook gezegd. Ik weet dat daar in de Kamer verschillend over wordt gedacht, maar gezien de situatie in de agrarische sector vind ik het wel van belang dat we het op een manier doen die ervoor zorgt dat boeren niet te grote financiële risico's gaan lopen. Ik zie de agrarische sector echt een beweging maken. Ik kom straks naar de Kamer met de wijziging van het wetsvoorstel, waarmee we invulling geven aan het amendement-Vestering. Ik zal daarbij aangeven over wat voor maatregelen we het hebben en ik zal voorbeelden geven van hoe we die gaan invullen met een AMvB. Nogmaals, het zou nog beter zijn wanneer we het convenant dierwaardigheid kunnen afronden, maar daar zit ook een financiële claim bij en dat is op dit moment niet mogelijk. We moeten de komende periode dus een beetje afwachten. Maar ik kom wel degelijk met voorstellen, een AMvB en concrete maatregelen die dierwaardigheid laten zien. We passen daarnaast diverse ingrepen niet meer toe, bijvoorbeeld het klopmerken van varkens, het koudmerken van runderen, de snavelbehandeling voor pluimvee, de neusring en castratie van beren voor de Nederlandse markt enzovoorts. Voor pluimvee is 90% van de ingrepen al uitgefaseerd. Er gebeurt dus echt wel wat. De stap naar een dierwaardig houderijsysteem moeten we samen met de sector zetten en dat is best lastig. We komen daar nog uitgebreid over te spreken bij de wetgeving rondom de Wet dieren"
